time_stamp,influencer,promoter,influncer_tweet,promoter_tweet,influencer_tweet_likes,promoter_tweet_likes,influencer_tweet_text,promoter_tweet_text
"4:41 PM · Sep 28, 2021",https://twitter.com/galaxyBTC,https://twitter.com/CryptoMertens,https://twitter.com/galaxyBTC/status/1442809362070781956,https://twitter.com/CryptoMertens/status/1442892170860564480?s=20,"2,637",1.0,"I still believe we are sitting on the bottom waiting to start a new bull cycle for $BTC and $ETH.

Let's see.","The new bull cycle will soon begin for $BTC and other alts.
I am currently earning rewards with $HAKA on the @tribeonedefi platform with their TELE YIELDING service. It's a season of passive income for me with $HAKA"
"4:46 PM · Sep 28, 2021",https://twitter.com/HodlBee,https://twitter.com/CryptoMertens,https://twitter.com/HodlBee/status/1442841773898797064,https://twitter.com/CryptoMertens/status/1442893417302794256?s=20,113,1.0,Hi The best #crypto to hodl is _______.,"At this moment, I believe $HAKA is the best crypto to HODL as @tribeonedefi is on a mission to transform the #CRYPTO lending space with their innovative crypto financing and investment projects."
"5:01 PM · Sep 28, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1442897235876859910?s=20,,3.0,,"I also expect to see a massive #ETH pump in Q4. 
I am also expecting a massive pump for $HAKA as @tribeonedefi platform is about the change the whole crypto financing space with their amazing loan projects  which allows for transparency and easy accessibility for masses."
"5:03 PM · Sep 28, 2021",https://twitter.com/TheMoonCarl,https://twitter.com/CryptoMertens,https://twitter.com/TheMoonCarl/status/1442599554197729280,https://twitter.com/CryptoMertens/status/1442897826845900803?s=20,524,2.0,"The #Bitcoin bull cycle is NOT over yet!

Do you agree???","OVER!!!
Not yet, the bull run is just starting.

However, I am earning steady passive income with $HAKA on the @tribeonedefi platform as I await the bull run to continue for #Bitcoin"
"5:07 PM · Sep 28, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1442898795541372929?s=20,,2.0,,Got some $HAKA token by @tribeonedefi as they are on a move to change the crypto lending and financing space with amazing mortgage and loan projects which include low to zero collateral projects to finance acquisition of #NFTS for users on the platform.
"5:10 PM · Sep 28, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1442899525081829377?s=20,,1.0,,"Have you heard of $HAKA yet?
This token by @tribeonedefi is extremely cheap and undervalued right now. Once @tribeonedefi fully unleash their loan financing and Dapps get launched, it's gon go  as it'll be the go-to platform for investors and the masses."
"5:13 PM · Sep 28, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1442900370506719232?s=20,,1.0,,My 10x project right now is $HAKA of @tribeonedefi as it's on a move to be the leading crypto investment financing platform with their numerous Crypto financing and investment projects which also includes earning from farming and staking on the platform.
"5:29 PM · Sep 28, 2021",,https://twitter.com/Meet_mikel,,https://twitter.com/Meet_mikel/status/1442904207749615623?s=19,,1.0,,Check out $HAKA by @tribeonedefi a gem that can keep earning a steady passive income via lending as well as staking and farming on the platform.
"5:33 PM · Sep 28, 2021",https://twitter.com/LilMoonLambo,https://twitter.com/Meet_mikel,https://twitter.com/LilMoonLambo/status/1442714573266685954,https://twitter.com/Meet_mikel/status/1442905299849863168?s=19,"1,620",3.0,The Q4 pump will be glorious $ETH,"Honestly, I believe the whole crypto market will pump although many things has to be put in order... $HAKA for example will do well that anyone expects. @tribeonedefi has been putting so much work into $HAKA making it irresistible for all lenders and borrowers including #NFTs"
"5:39 PM · Sep 28, 2021",https://twitter.com/HodlBee,https://twitter.com/Meet_mikel,https://twitter.com/HodlBee/status/1442841773898797064,https://twitter.com/Meet_mikel/status/1442906714546733058?s=19,113,2.0,Hi The best #crypto to hodl is _______.,"Definitely $HAKA.

Built to serve both lenders and borrowers with aim to fix the current flaws in the credit system by facilitating a community-voted and approved lending program for borrowers on the block chain."
"5:40 PM · Sep 28, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1442907054180421632?s=20,,1.0,,"For a beginner, #BNB is a good place to start. If the beginner is interested in earning steady passive income, I'll suggest starting on the @tribeonedefi platform $HAKA #NFTs"
"5:42 PM · Sep 28, 2021",https://twitter.com/galaxyBTC,https://twitter.com/Meet_mikel,https://twitter.com/galaxyBTC/status/1442809362070781956,https://twitter.com/Meet_mikel/status/1442907568670527490?s=19,"2,636",3.0,"I still believe we are sitting on the bottom waiting to start a new bull cycle for $BTC and $ETH.

Let's see.",The new bull cycle will soon begin for $BTC and then move on to other #alts but I am currently earning rewards with $HAKA on the @tribeonedefi platform with their tele #yield. #YieldFarming
"5:49 PM · Sep 28, 2021",,https://twitter.com/Meet_mikel,,https://twitter.com/Meet_mikel/status/1442909415011586048?s=19,,1.0,,"Very few are actual projects but I'd pick $HAKA as a first dive into #crypto because of the staking and rewarding opportunities then there's the loan part.
So much to benefit from $HAKA if you'd really dive in and #DYOR"
"5:52 PM · Sep 28, 2021",,https://twitter.com/Meet_mikel,,https://twitter.com/Meet_mikel/status/1442910158770753542?s=19,,1.0,,"$HAKA definitely is destined for 10x or more. 
I'm convinced with their potential for greatness and choice to put people first instead of their personal gains"
"6:31 PM · Sep 28, 2021",https://twitter.com/Crypto__emily,https://twitter.com/CryptoMertens,https://twitter.com/Crypto__emily/status/1442918750957703170,https://twitter.com/CryptoMertens/status/1442919951048736768?s=20,371,1.0,"Just joined $SAITAMA 

What #Crypto should I join next ?",You should join $HAKA
"5:57 PM · Sep 28, 2021",https://twitter.com/CoinMarketCap,https://twitter.com/sassykinky12,https://twitter.com/CoinMarketCap/status/1442866706041360391,https://twitter.com/AdekolaMaryFol1/status/1442911345351938058?s=19,"2,801",2.0,What #Crypto Should A Beginner Invest In  ?,"For beginners, i suggest $HAKA token which can be use to stake #XTO (one of the staking options which opens access to discounts on the collateralized loan interest)."
"7:13 PM · Sep 28, 2021",,https://twitter.com/sassykinky12,,https://twitter.com/AdekolaMaryFol1/status/1442930601808461828?s=19,,2.0,,Not affected because am bagging $HAKA . Lend or borrow with $HAKA
"7:06 PM · Sep 28, 2021",https://twitter.com/ReySantoscrypto,https://twitter.com/sassykinky12,https://twitter.com/ReySantoscrypto/status/1442927437784907776,https://twitter.com/AdekolaMaryFol1/status/1442928781514080257?s=19,73,2.0,"Any good tokens I should mention next ? 

I will pick one in 1 hour","$HAKA! The hottest token right now which allow users who invest in the Tele Yields  have the option to receive the savings in 
either BTC/ETH or USD. However, if they choose to opt into withdrawing in $HAKA, 
they will  be rewarded in additional $HAKA tokens."
"7:10 PM · Sep 28, 2021",,https://twitter.com/sassykinky12,,https://twitter.com/AdekolaMaryFol1/status/1442929660610764809?s=19,,3.0,,Really ! Thought  only $HAKA will make you a millionaire when hold
"7:02 PM · Sep 28, 2021",https://twitter.com/intocryptoverse,https://twitter.com/sassykinky12,https://twitter.com/intocryptoverse/status/1442925367212208129,https://twitter.com/AdekolaMaryFol1/status/1442927607209553924?s=19,143,2.0,Will #Bitcoin go below $40k this week?,"No, I don't think so. 

Only that, $HAKA will be more bullish this week. As $HAKA  are keys for users who wish to lend or borrow"
"6:56 PM · Sep 28, 2021",,https://twitter.com/sassykinky12,,https://twitter.com/AdekolaMaryFol1/status/1442926306367184897?s=19,,2.0,,Joining $HAKA will be the best option. It has automated service audity and smart contracts.
"6:22 PM · Sep 28, 2021",,https://twitter.com/sassykinky12,,https://twitter.com/AdekolaMaryFol1/status/1442917721570635776?s=19,,2.0,,"Right now the best crypto to hodl is $HAKA. No middleman,a steady source of passive income,fixed rate, zero to low collateralized loans"
"6:12 PM · Sep 28, 2021",https://twitter.com/TheMoonCarl,https://twitter.com/sassykinky12,https://twitter.com/TheMoonCarl/status/1442599554197729280,https://twitter.com/AdekolaMaryFol1/status/1442915166685851648?s=19,524,2.0,"The #Bitcoin bull cycle is NOT over yet!

Do you agree???","Not over yet.
But what do I know as am busy 
 earning steady passive income with $HAKA on the @tribeonedefi platform as I await the bull run to continue for #Bitcoin"
"6:07 PM · Sep 28, 2021",,https://twitter.com/sassykinky12,,https://twitter.com/AdekolaMaryFol1/status/1442913944344010752?s=19,,2.0,,"Am getting  $HAKA . The battle for victory has begun.Your Gateway to a truly Peer-to-Peer, frictionless DeFi
Research about @Tribeonedefi and go Full into Ecosystem """
"6:03 PM · Sep 28, 2021",https://twitter.com/MartiniGuyYT,https://twitter.com/sassykinky12,https://twitter.com/MartiniGuyYT/status/1442858290279587844,https://twitter.com/AdekolaMaryFol1/status/1442912851912380420?s=19,86,2.0,"Look at the #Altcoins that are up today

Assess what they are doing differently

Buy coins that operate strong token models ","Exactly man, am enjoying my $HAKA. Users who invest in the Tele Yields will have the option to receive the savings in 
either BTC/ETH or USD. However, if they choose to opt into withdrawing in $HAKA, 
they will be rewarded in additional $HAKA tokens which have multiple other"
"7:34 PM · Sep 28, 2021",https://twitter.com/Crypto__emily,https://twitter.com/CryptoMertens,https://twitter.com/Crypto__emily/status/1442759007245111300,https://twitter.com/CryptoMertens/status/1442935855878868994?t=qdYz3weY8alUx5qnoXcQkQ&s=19,49,1.0,"Right now ________ and _________ is a wonderful crypto combo to buy in Q4 

SHILL ME ",#BNB and $HAKA
"7:42 PM · Sep 28, 2021",https://twitter.com/tokenmetricsinc,https://twitter.com/CryptoMertens,https://twitter.com/tokenmetricsinc/status/1442754767302893569,https://twitter.com/CryptoMertens/status/1442937666601766913?t=arGSh6z9krLiopQAd0AWbw&s=19,138,1.0,What do you believe is a #crypto hidden gem?,"I believe $HAKA is a hidden gem yet to get the deserved attention. With the platform @tribeonedefi has got, crypto financing will be made easy, affordable and accessible for the masses, especially when Dapps gets launched."
"9:19 PM · Sep 28, 2021",https://twitter.com/2goonrichZ,https://twitter.com/CryptoMertens,https://twitter.com/2goonrichZ/status/1442953447922302984,https://twitter.com/CryptoMertens/status/1442962176440897547?s=19,6,2.0,,"You should take a look at $HAKA 
It's a coin on a 100x trajectory right now with the @tribeonedefi about to launch Dapps which will be the beginning of a new era in crypto financing."
"9:38 PM · Sep 28, 2021",https://twitter.com/CryptoMichNL,https://twitter.com/CryptoMertens,https://twitter.com/CryptoMichNL/status/1442954768444362753,https://twitter.com/CryptoMertens/status/1442966877974585346?s=19,"2,083",1.0,"A big #altseason is upon us. Still. 

Choose your picks wisely. Enjoy the run. Take profits. Move on.","You gotta be careful when choosing, take time to DYOR, this cannot be overemphasized.
For now, I'm getting passive income from $HAKA on the @tribeonedefi platform."
"9:55 PM · Sep 28, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1442971235239874563?s=20,,1.0,,I am gonna invest it into $HAKA of @tribeonedefi for a steady passive income.
"10:03 PM · Sep 28, 2021",https://twitter.com/LilMoonLambo,https://twitter.com/CryptoMertens,https://twitter.com/LilMoonLambo/status/1442863497763868677,https://twitter.com/CryptoMertens/status/1442973296350298114?s=20,146,1.0,TIME TO WAKE UP AND BUY THE DIP,I got some #BTC again today. I also got some $HAKA token by @tribeonedefi
"10:21 PM · Sep 28, 2021",https://twitter.com/Thecryptomist,https://twitter.com/CryptoMertens,https://twitter.com/Thecryptomist/status/1442417327782330370,https://twitter.com/CryptoMertens/status/1442977683965624321?s=20,104,1.0,"I don’t know who needs to hear this ..

But stop trading and go therapy","I'm not trading at this time but I also don't need therapy at this time.

I got $HAKA from which I am earning some passive income from after investing it on the @tribeonedefi platform, no losses guaranteed as my investment is insured."
"10:22 PM · Sep 28, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1442978149319467008?s=20,,1.0,,I got some $HAKA today. I'm on my way to steady passive income with @tribeonedefi
"10:24 PM · Sep 28, 2021",https://twitter.com/Thecryptomist,https://twitter.com/CryptoMertens,https://twitter.com/Thecryptomist/status/1442792272043646978,https://twitter.com/CryptoMertens/status/1442978442761416705?s=20,264,1.0,"Everyone around me is getting married and having kids, meanwhile I’m buying JPEGS",HAHAHAI hope you will also buy some $HAKA too?
"10:29 PM · Sep 28, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1442979805927034883?s=20,,1.0,,"You should get some $HAKA right now. 
This token is going to melt faces soon as @tribeonedefi is on it's way to launch Dapps which will change the crypto financing space by making crypto loans, mortgage and investment more accessible and cheaper for the masses."
"10:31 PM · Sep 28, 2021",,https://twitter.com/CryptoMertens,,https://twitter.com/CryptoMertens/status/1442980225176924168?s=20,,1.0,,"YES!!
My $HAKA is green today"
